name,method,backbone,threshold_mode,oracle_thresholds,train_time_sec,prediction_time_sec,eval_time_sec,image_roc_auc,pixel_roc_auc,image_f1,pixel_precision,pixel_recall,pixel_f1,model_tensor_mem_mb,model_file_mb,model_path
patchcore,patchcore,resnet18,best,True,114.12651300430298,8.674495935440063,17.04466724395752,0.9943820224719102,0.9899043901809635,0.9832402234636871,0.551708345211446,0.7593459747343505,0.6390849025705988,6.0,6.001911163330078,artifacts/pc_I.pt
padim,padim,resnet18,best,True,47.85490083694458,6.475644111633301,13.443469524383545,0.9791332263242376,0.9866392655841735,0.9659090909090909,0.5096455023463561,0.7339994137189759,0.6015857019867992,39.453125,39.45838737487793,artifacts/padim_carpet.pt
