name,method,backbone,train_time_sec,prediction_time_sec,eval_time_sec,image_roc_auc,pixel_roc_auc,image_f1,pixel_precision,pixel_recall,pixel_f1,model_tensor_mem_mb,model_file_mb,model_path
patchcore,patchcore,resnet18,114.12651300430298,10.843817710876465,21.070202827453613,0.9943820224719102,0.9899043901809635,0.9832402234636871,0.552635523123472,0.758940746648828,0.6395626792131694,6.0,6.001911163330078,C:\Users\PC\Documents\UPM-carpet\artifacts\pc_I.pt
padim,padim,resnet18,47.85490083694458,8.698668718338013,16.347623348236084,0.9791332263242376,0.9866392655841735,0.9659090909090909,0.5144559573640751,0.7325744251188847,0.6044396071001464,39.453125,39.45838737487793,C:\Users\PC\Documents\UPM-carpet\artifacts\padim_carpet.pt
