name,method,backbone,threshold_mode,oracle_thresholds,train_time_sec,prediction_time_sec,eval_time_sec,image_roc_auc,pixel_roc_auc,image_f1,pixel_precision,pixel_recall,pixel_f1,model_tensor_mem_mb,model_file_mb,model_path
patchcore,patchcore,resnet18,calibrated,False,114.12651300430298,10.862889289855957,19.624058961868286,0.9943820224719102,0.9899043901809635,0.9777777777777777,0.22670794492125432,0.9783170813286336,0.3681122800903236,6.0,6.001911163330078,artifacts/pc_I.pt
padim,padim,resnet18,calibrated,False,47.85490083694458,6.094283819198608,12.836364030838013,0.9791332263242376,0.9866392655841735,0.9297297297297298,0.21376156737998844,0.9630480099016351,0.34986569795647904,39.453125,39.45838737487793,artifacts/padim_carpet.pt
